edicao_numero;mes;ano;preco_capa;url
1364;12;1977;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1364/ptd0031/10270
1366;1;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1366/ptd0031/10271
1368;1;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1368/ptd0031/10272
1370;2;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1370/ptd0031/10273
1372;2;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1372/ptd0031/10274
1374;3;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1374/ptd0031/10275
1376;3;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1376/ptd0031/10276
1378;4;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1378/ptd0031/10277
1380;4;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1380/ptd0031/10278
1382;5;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1382/ptd0031/10279
1384;5;1978;Cr$ 3,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1384/ptd0031/10280
1386;6;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1386/ptd0031/10281
1388;6;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1388/ptd0031/10282
1390;6;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1390/ptd0031/10283
1392;7;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1392/ptd0031/10284
1394;7;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1394/ptd0031/10285
1396;8;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1396/ptd0031/10286
1398;8;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1398/ptd0031/10287
1400;9;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1400/ptd0031/10288
1402;9;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1402/ptd0031/10289
1404;10;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1404/ptd0031/10290
1406;10;1978;Cr$ 4,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1406/ptd0031/10291
1408;11;1978;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1408/ptd0031/10292
1410;11;1978;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1410/ptd0031/10293
1412;12;1978;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1412/ptd0031/10294
1414;12;1978;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1414/ptd0031/10295
1416;12;1978;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1416/ptd0031/10296
1418;1;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1418/ptd0031/10297
1420;1;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1420/ptd0031/10298
1422;2;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1422/ptd0031/10299
1424;2;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1424/ptd0031/10300
1426;3;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1426/ptd0031/10301
1428;3;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1428/ptd0031/10302
1430;4;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1430/ptd0031/10303
1432;4;1979;Cr$ 5,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1432/ptd0031/10304
1434;5;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1434/ptd0031/10305
1436;5;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1436/ptd0031/10306
1438;6;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1438/ptd0031/10307
1440;6;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1440/ptd0031/10308
1442;6;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1442/ptd0031/10309
1444;7;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1444/ptd0031/10310
1446;7;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1446/ptd0031/10311
1448;8;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1448/ptd0031/10312
1450;8;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1450/ptd0031/10313
1452;9;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1452/ptd0031/10314
1454;9;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1454/ptd0031/10315
1456;10;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1456/ptd0031/10316
1458;10;1979;Cr$ 6,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1458/ptd0031/10317
1460;11;1979;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1460/ptd0031/10318
1462;11;1979;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1462/ptd0031/10319
1464;11;1979;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1464/ptd0031/10320
1466;12;1979;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1466/ptd0031/10321
1468;12;1979;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1468/ptd0031/10322
1470;1;1980;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1470/ptd0031/10323
1472;1;1980;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1472/ptd0031/10324
1474;2;1980;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1474/ptd0031/10325
1476;2;1980;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1476/ptd0031/10326
1478;3;1980;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1478/ptd0031/10327
1480;3;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1480/ptd0031/10328
1482;4;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1482/ptd0031/10329
1484;4;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1484/ptd0031/10330
1486;5;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1486/ptd0031/10331
1488;5;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1488/ptd0031/10332
1490;5;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1490/ptd0031/10333
1492;6;1980;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1492/ptd0031/10334
1494;6;1980;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1494/ptd0031/10335
1496;7;1980;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1496/ptd0031/10336
1498;7;1980;Cr$ 13,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1498/ptd0031/10337
1500;8;1980;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1500/ptd0031/10338
1502;8;1980;Cr$ 13,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1502/ptd0031/10339
1504;8;1980;Cr$ 14,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1504/ptd0031/10340
1506;9;1980;Cr$ 14,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1506/ptd0031/10341
1508;9;1980;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1508/ptd0031/10342
1510;10;1980;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1510/ptd0031/10343
1512;10;1980;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1512/ptd0031/10344
1514;11;1980;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1514/ptd0031/10345
1516;11;1980;Cr$ 17,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1516/ptd0031/10346
1518;12;1980;Cr$ 17,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1518/ptd0031/10347
1520;12;1980;Cr$ 19,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1520/ptd0031/10348
1522;1;1981;Cr$ 19,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1522/ptd0031/10349
1524;1;1981;Cr$ 19,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1524/ptd0031/10350
1526;1;1981;Cr$ 19,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1526/ptd0031/10351
1528;2;1981;Cr$ 19,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1528/ptd0031/10352
1530;2;1981;Cr$ 19,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1530/ptd0031/10353
1532;3;1981;Cr$ 22,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1532/ptd0031/10354
1534;3;1981;Cr$ 22,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1534/ptd0031/10355
1536;4;1981;Cr$ 22,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1536/ptd0031/10356
1538;4;1981;Cr$ 22,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1538/ptd0031/10357
1540;5;1981;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1540/ptd0031/10358
1542;5;1981;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1542/ptd0031/10359
1544;6;1981;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1544/ptd0031/10360
1546;6;1981;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1546/ptd0031/10361
1548;7;1981;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1548/ptd0031/10362
1550;7;1981;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1550/ptd0031/10363
1552;7;1981;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1552/ptd0031/10364
1554;8;1981;Cr$ 33,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1554/ptd0031/10365
1556;8;1981;Cr$ 33,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1556/ptd0031/10366
1558;9;1981;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1558/ptd0031/10367
1560;9;1981;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1560/ptd0031/10368
1562;10;1981;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1562/ptd0031/10369
1564;10;1981;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1564/ptd0031/10370
1566;11;1981;Cr$ 38,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1566/ptd0031/10371
1568;11;1981;Cr$ 38,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1568/ptd0031/10372
1570;12;1981;Cr$ 38,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1570/ptd0031/10373
1572;12;1981;Cr$ 38,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1572/ptd0031/10374
1574;1;1982;Cr$ 42,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1574/ptd0031/10375
1576;1;1982;Cr$ 42,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1576/ptd0031/10376
1578;1;1982;Cr$ 42,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1578/ptd0031/10377
1580;2;1982;Cr$ 42,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1580/ptd0031/10378
1582;2;1982;Cr$ 42,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1582/ptd0031/10379
1584;3;1982;Cr$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1584/ptd0031/10380
1586;3;1982;Cr$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1586/ptd0031/10381
1588;4;1982;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1588/ptd0031/10382
1590;4;1982;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1590/ptd0031/10383
1592;5;1982;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1592/ptd0031/10384
1594;5;1982;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1594/ptd0031/10385
1596;6;1982;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1596/ptd0031/10386
1598;6;1982;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1598/ptd0031/10387
1600;7;1982;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1600/ptd0031/10388
1602;7;1982;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1602/ptd0031/10389
1604;7;1982;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1604/ptd0031/10390
1606;8;1982;Cr$ 70,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1606/ptd0031/10391
1608;8;1982;Cr$ 70,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1608/ptd0031/10392
1610;9;1982;Cr$ 70,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1610/ptd0031/10393
1612;9;1982;Cr$ 70,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1612/ptd0031/10394
1614;10;1982;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1614/ptd0031/10395
1616;10;1982;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1616/ptd0031/10396
1618;11;1982;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1618/ptd0031/10397
1620;11;1982;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1620/ptd0031/10398
1622;12;1982;Cr$ 90,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1622/ptd0031/10399
1624;12;1982;Cr$ 90,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1624/ptd0031/10400
1626;12;1982;Cr$ 90,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1626/ptd0031/10401
1628;1;1983;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1628/ptd0031/10402
1630;1;1983;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1630/ptd0031/10403
1632;2;1983;Cr$ 110,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1632/ptd0031/10404
1634;2;1983;Cr$ 110,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1634/ptd0031/10405
1636;3;1983;Cr$ 110,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1636/ptd0031/10406
1638;3;1983;Cr$ 110,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1638/ptd0031/10407
1640;4;1983;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1640/ptd0031/10408
1642;4;1983;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1642/ptd0031/10409
1644;5;1983;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1644/ptd0031/10410
1646;5;1983;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1646/ptd0031/10411
1648;6;1983;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1648/ptd0031/10412
1650;6;1983;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1650/ptd0031/10413
1652;7;1983;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1652/ptd0031/10414
1654;7;1983;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1654/ptd0031/10415
1656;7;1983;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1656/ptd0031/10416
1658;8;1983;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1658/ptd0031/10417
1660;8;1983;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1660/ptd0031/13697
1662;9;1983;Cr$ 160,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1662/ptd0031/13698
1664;9;1983;Cr$ 160,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1664/ptd0031/13699
1666;10;1983;Cr$ 170,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1666/ptd0031/13700
1668;10;1983;Cr$ 170,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1668/ptd0031/13701
1670;11;1983;Cr$ 190,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1670/ptd0031/13702
1672;11;1983;Cr$ 190,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1672/ptd0031/13703
1674;12;1983;Cr$ 210,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1674/ptd0031/13704
1676;12;1983;Cr$ 210,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1676/ptd0031/13705
1678;12;1983;Cr$ 210,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1678/ptd0031/13706
1680;1;1984;Cr$ 240,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1680/ptd0031/13707
1682;1;1984;Cr$ 240,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1682/ptd0031/13708
1684;2;1984;Cr$ 270,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1684/ptd0031/13709
1686;2;1984;Cr$ 270,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1686/ptd0031/13710
1688;3;1984;Cr$ 300,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1688/ptd0031/13711
1690;3;1984;Cr$ 300,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1690/ptd0031/13712
1692;4;1984;Cr$ 320,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1692/ptd0031/13713
1694;4;1984;Cr$ 320,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1694/ptd0031/13714
1696;5;1984;Cr$ 350,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1696/ptd0031/13715
1698;5;1984;Cr$ 350,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1698/ptd0031/13716
1700;6;1984;Cr$ 400,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1700/ptd0031/13717
1702;6;1984;Cr$ 400,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1702/ptd0031/13718
1704;6;1984;Cr$ 400,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1704/ptd0031/13719
1706;7;1984;Cr$ 450,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1706/ptd0031/13720
1708;7;1984;Cr$ 450,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1708/ptd0031/13721
1710;8;1984;$ 500;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1710/ptd0031/13722
1712;8;1984;Cr$ 500,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1712/ptd0031/13723
1714;9;1984;Cr$ 550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1714/ptd0031/13724
1716;9;1984;Cr$ 550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1716/ptd0031/13725
1718;10;1984;Cr$ 600,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1718/ptd0031/13726
1720;10;1984;Cr$ 600,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1720/ptd0031/13727
1722;11;1984;Cr$ 650,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1722/ptd0031/13728
1724;11;1984;Cr$ 650,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1724/ptd0031/13729
1726;11;1984;Cr$ 650,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1726/ptd0031/13730
1728;12;1984;Cr$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1728/ptd0031/13731
1730;12;1984;Cr$ 700,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1730/ptd0031/13732
1732;1;1985;Cr$ 800,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1732/ptd0031/13733
1734;1;1985;Cr$ 800,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1734/ptd0031/13734
1736;2;1985;Cr$ 900,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1736/ptd0031/13735
1738;2;1985;Cr$ 900,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1738/ptd0031/13736
1740;3;1985;Cr$ 1000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1740/ptd0031/13737
1742;3;1985;Cr$ 1000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1742/ptd0031/13738
1744;4;1985;Cr$ 1200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1744/ptd0031/13739
1746;4;1985;Cr$ 1200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1746/ptd0031/13740
1748;5;1985;Cr$ 1300,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1748/ptd0031/13741
1750;5;1985;Cr$ 1300,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1750/ptd0031/13742
1751;6;1985;Cr$ 3700,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1751/ptd0031/13743
1752;7;1985;Cr$ 4100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1752/ptd0031/13744
1753;8;1985;Cr$ 4500,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1753/ptd0031/13745
1754;9;1985;Cr$ 5000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1754/ptd0031/13746
1755;10;1985;Cr$ 5500,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1755/ptd0031/13747
1756;10;1985;Cr$ 6000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1756/ptd0031/13748
1757;11;1985;Cr$ 7000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1757/ptd0031/13749
1758;12;1985;Cr$ 8000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1758/ptd0031/13750
1759;1;1986;Cr$ 8500,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1759/ptd0031/13751
1760;2;1986;Cr$ 9000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1760/ptd0031/13752
1761;3;1986;Cz$ 8,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1761/ptd0031/13753
1762;4;1986;Cz$ 8,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1762/ptd0031/13754
1763;5;1986;Cz$ 8,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1763/ptd0031/13755
1764;6;1986;Cz$ 8,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1764/ptd0031/13756
1765;7;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1765/ptd0031/13757
1766;8;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1766/ptd0031/13758
1767;8;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1767/ptd0031/13759
1768;8;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1768/ptd0031/13760
1769;9;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1769/ptd0031/13761
1770;9;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1770/ptd0031/13762
1771;10;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1771/ptd0031/13763
1772;10;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1772/ptd0031/13764
1773;11;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1773/ptd0031/13765
1774;11;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1774/ptd0031/13766
1775;12;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1775/ptd0031/13767
1776;12;1986;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1776/ptd0031/13768
1777;1;1987;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1777/ptd0031/13769
1778;1;1987;Cz$ 4,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1778/ptd0031/13770
1779;1;1987;Cz$ 5,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1779/ptd0031/13771
1780;2;1987;Cz$ 5,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1780/ptd0031/13772
1781;2;1987;Cz$ 5,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1781/ptd0031/13773
