edicao_numero,mes,ano,preco_capa,numero_paginas,url
24,6,1963,"Cr$ 50,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-24/ba001200/30327
25,7,1963,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-25/ba001200/30328
26,8,1963,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-26/ba001200/30329
27,9,1963,"Cr$ 50,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-27/ba001200/30330
28,10,1963,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-28/ba001200/30331
29,11,1963,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-29/ba001200/30332
30,12,1963,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-30/ba001200/30333
31,1,1964,"Cr$ 70,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-31/ba001200/30334
32,2,1964,"Cr$ 70,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-32/ba001200/30335
33,3,1964,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-33/ba001200/30336
34,4,1964,,52,http://www.guiadosquadrinhos.com/edicao/batman-n-34/ba001200/30337
35,5,1964,"Cr$ 100,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-35/ba001200/30338
36,6,1964,"Cr$ 100,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-36/ba001200/30339
37,7,1964,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-37/ba001200/30340
38,8,1964,"Cr$ 150,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-38/ba001200/30341
39,9,1964,"Cr$ 150,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-39/ba001200/30342
40,10,1964,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-40/ba001200/30343
41,11,1964,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-41/ba001200/30344
42,12,1964,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-42/ba001200/30345
43,1,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-43/ba001200/30346
44,2,1965,"Cr$ 150,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-44/ba001200/30347
45,3,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-45/ba001200/30348
46,4,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-46/ba001200/30349
47,5,1965,"Cr$ 150,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-47/ba001200/30350
48,6,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-48/ba001200/30351
49,7,1965,"Cr$ 200,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-49/ba001200/30352
50,8,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-50/ba001200/30353
51,9,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-51/ba001200/30354
52,10,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-52/ba001200/30355
53,11,1965,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-53/ba001200/30356
54,12,1965,"Cr$ 200,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-54/ba001200/30357
55,1,1966,"Cr$ 200,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-55/ba001200/30358
56,2,1966,"Cr$ 200,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-56/ba001200/30359
57,3,1966,"Cr$ 200,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-57/ba001200/30360
58,4,1966,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-58/ba001200/30361
59,5,1966,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-59/ba001200/30362
60,6,1966,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-60/ba001200/30363
61,7,1966,"Cr$ 200,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-61/ba001200/30364
62,8,1966,"Cr$ 250,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-62/ba001200/30365
63,9,1966,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-63/ba001200/30366
64,10,1966,"Cr$ 250,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-64/ba001200/30367
65,11,1966,"Cr$ 250,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-65/ba001200/30368
66,12,1966,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-66/ba001200/30369
67,1,1967,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-67/ba001200/30370
68,2,1967,"Cr$ 250,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-68/ba001200/30371
69,3,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-69/ba001200/30372
70,4,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-70/ba001200/30373
71,5,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-71/ba001200/30374
72,6,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-72/ba001200/30375
73,7,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-73/ba001200/30376
74,8,1967,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-74/ba001200/30377
75,9,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-75/ba001200/30378
76,10,1967,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-76/ba001200/30379
77,11,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-77/ba001200/30380
78,12,1967,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-78/ba001200/30381
79,1,1968,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-79/ba001200/30382
80,2,1968,"NCr$ 0,30",36,http://www.guiadosquadrinhos.com/edicao/batman-n-80/ba001200/30383
81,3,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-81/ba001200/30384
82,4,1968,"NCr$ 0,40",36,http://www.guiadosquadrinhos.com/edicao/batman-n-82/ba001200/30385
83,5,1968,"NCr$ 0,40",36,http://www.guiadosquadrinhos.com/edicao/batman-n-83/ba001200/30386
84,6,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-84/ba001200/30387
85,7,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-85/ba001200/30388
86,8,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-86/ba001200/30389
87,9,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-87/ba001200/30390
88,10,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-88/ba001200/30391
89,11,1968,"NCr$ 0,40",36,http://www.guiadosquadrinhos.com/edicao/batman-n-89/ba001200/30392
90,12,1968,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-90/ba001200/30393
91,1,1969,"NCr$ 0,40",36,http://www.guiadosquadrinhos.com/edicao/batman-n-91/ba001200/30394
92,2,1969,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-92/ba001200/30395
93,3,1969,"NCr$ 0,40",36,http://www.guiadosquadrinhos.com/edicao/batman-n-93/ba001200/30396
94,4,1969,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-94/ba001200/30397
95,5,1969,"NCr$ 0,40",36,http://www.guiadosquadrinhos.com/edicao/batman-n-95/ba001200/30398
96,6,1969,"NCr$ 0,50",36,http://www.guiadosquadrinhos.com/edicao/batman-n-96/ba001200/30399
97,7,1969,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-97/ba001200/30400
98,8,1969,"NCr$ 0,50",36,http://www.guiadosquadrinhos.com/edicao/batman-n-98/ba001200/30401
99,9,1969,"NCr$ 0,50",36,http://www.guiadosquadrinhos.com/edicao/batman-n-99/ba001200/30402
100,10,1969,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-100/ba001200/30403
