edicao_numero,mes,ano,preco_capa,numero_paginas,url
32,6,1972,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-32/ba001300/30435
33,7,1972,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-33/ba001300/30436
34,8,1972,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-34/ba001300/30437
35,9,1972,"Cr$ 1,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-35/ba001300/30438
36,10,1972,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-36/ba001300/30439
37,11,1972,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-37/ba001300/30440
38,12,1972,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-38/ba001300/30441
39,1,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-39/ba001300/30442
40,2,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-40/ba001300/30443
41,3,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-41/ba001300/30444
42,4,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-42/ba001300/30445
43,5,1973,"Cr$ 1,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-43/ba001300/30446
44,6,1973,"Cr$ 1,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-44/ba001300/30447
45,7,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-45/ba001300/30448
46,8,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-46/ba001300/30449
47,9,1973,"Cr$ 1,20",36,http://www.guiadosquadrinhos.com/edicao/batman-n-47/ba001300/30450
48,10,1973,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-48/ba001300/30451
49,11,1973,"Cr$ 1,50",36,http://www.guiadosquadrinhos.com/edicao/batman-n-49/ba001300/30452
50,12,1973,"Cr$ 1,50",36,http://www.guiadosquadrinhos.com/edicao/batman-n-50/ba001300/30453
51,1,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-51/ba001300/30454
52,2,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-52/ba001300/30455
53,3,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-53/ba001300/30456
54,4,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-54/ba001300/30457
55,5,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-55/ba001300/30458
56,6,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-56/ba001300/30459
57,7,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-57/ba001300/30460
58,8,1974,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-58/ba001300/30461
59,9,1974,"Cr$ 2,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-59/ba001300/30462
60,10,1974,"Cr$ 2,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-60/ba001300/30463
61,11,1974,"Cr$ 2,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-61/ba001300/30464
62,12,1974,"Cr$ 2,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-62/ba001300/30465
63,1,1975,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-63/ba001300/30466
64,2,1975,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-64/ba001300/30467
65,3,1975,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-65/ba001300/30468
66,4,1975,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-66/ba001300/30469
67,5,1975,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-67/ba001300/30470
68,6,1975,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-68/ba001300/30471
69,7,1975,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-69/ba001300/30472
70,8,1975,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-70/ba001300/30473
71,9,1975,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-71/ba001300/30474
72,10,1975,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-72/ba001300/30475
73,11,1975,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-73/ba001300/30476
74,12,1975,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-74/ba001300/30477
75,1,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-75/ba001300/30478
76,2,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-76/ba001300/30479
77,3,1976,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-77/ba001300/30480
78,4,1976,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-78/ba001300/30481
79,5,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-79/ba001300/30482
80,6,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-80/ba001300/30483
81,7,1976,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-81/ba001300/30484
82,8,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-82/ba001300/30485
83,9,1976,"Cr$ 3,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-83/ba001300/30486
84,10,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-84/ba001300/30487
85,11,1976,"Cr$ 4,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-85/ba001300/30488
86,12,1976,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-86/ba001300/30489
87,1,1977,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-87/ba001300/30490
88,2,1977,,36,http://www.guiadosquadrinhos.com/edicao/batman-n-88/ba001300/30491
89,3,1977,"Cr$ 4,00",36,http://www.guiadosquadrinhos.com/edicao/batman-n-89/ba001300/30492
