edicao_numero,mes,ano,preco_capa,numero_paginas,url
49,12,2006,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-49/ba01101/19556
50,1,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-50/ba01101/19557
51,2,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-51/ba01101/19558
52,3,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-52/ba01101/21219
53,4,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-53/ba01101/24443
54,5,2007,"R$ 8,00",116,http://www.guiadosquadrinhos.com/edicao/batman-n-54/ba01101/34961
55,6,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-55/ba01101/35390
56,7,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-56/ba01101/41026
57,8,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-57/ba01101/43097
58,9,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-58/ba01101/47072
59,10,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-59/ba01101/50671
60,11,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-60/ba01101/53335
61,12,2007,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-61/ba01101/57393
62,1,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-62/ba01101/59107
63,2,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-63/ba01101/61723
64,3,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-64/ba01101/63425
65,4,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-65/ba01101/66030
66,5,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-66/ba01101/68109
67,6,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-67/ba01101/68890
68,7,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-68/ba01101/69504
69,8,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-69/ba01101/69961
70,9,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-70/ba01101/71687
71,10,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-71/ba01101/72277
72,11,2008,"R$ 6,90",100,http://www.guiadosquadrinhos.com/edicao/batman-n-72/ba01101/73233
73,12,2008,"R$ 8,00",116,http://www.guiadosquadrinhos.com/edicao/batman-n-73/ba01101/73951
74,1,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-74/ba01101/75742
75,2,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-75/ba01101/76388
76,3,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-76/ba01101/76756
77,4,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-77/ba01101/77615
78,5,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-78/ba01101/78302
79,6,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-79/ba01101/79531
80,7,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-80/ba01101/79931
81,8,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-81/ba01101/80567
82,9,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-82/ba01101/80927
83,10,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-83/ba01101/81774
84,11,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-84/ba01101/82318
85,12,2009,"R$ 7,50",100,http://www.guiadosquadrinhos.com/edicao/batman-n-85/ba01101/82998
86,1,2010,"R$ 7,95",100,http://www.guiadosquadrinhos.com/edicao/batman-n-86/ba01101/83423
87,2,2010,"R$ 7,95",100,http://www.guiadosquadrinhos.com/edicao/batman-n-87/ba01101/84270
88,3,2010,"R$ 8,90",108,http://www.guiadosquadrinhos.com/edicao/batman-n-88/ba01101/84578
89,4,2010,"R$ 7,95",100,http://www.guiadosquadrinhos.com/edicao/batman-n-89/ba01101/85148
90,5,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-90/ba01101/85833
91,6,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-91/ba01101/86331
92,7,2010,"R$ 6,50",84,http://www.guiadosquadrinhos.com/edicao/batman-n-92/ba01101/86602
93,8,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-93/ba01101/87004
94,9,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-94/ba01101/87869
95,10,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-95/ba01101/88067
96,11,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-96/ba01101/88356
97,12,2010,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-97/ba01101/88860
98,1,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-98/ba01101/89336
99,2,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-99/ba01101/89677
100,3,2011,"R$ 8,90",116,http://www.guiadosquadrinhos.com/edicao/batman-n-100/ba01101/90280
101,4,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-101/ba01101/91122
102,5,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-102/ba01101/91455
103,6,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-103/ba01101/91741
104,7,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-104/ba01101/92165
105,8,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-105/ba01101/92350
106,9,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-106/ba01101/92543
107,10,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-107/ba01101/92876
108,11,2011,"R$ 6,90",84,http://www.guiadosquadrinhos.com/edicao/batman-n-108/ba01101/93377
109,12,2011,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-109/ba01101/93739
110,1,2012,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-110/ba01101/94288
111,2,2012,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-111/ba01101/96359
112,3,2012,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-112/ba01101/97028
113,4,2012,"R$ 6,50",76,http://www.guiadosquadrinhos.com/edicao/batman-n-113/ba01101/97497
114,5,2012,"R$ 12,90",148,http://www.guiadosquadrinhos.com/edicao/batman-n-114/ba01101/98073
